Date,Time of Day,Channel,Revenue,Average Order Size,Conversions,Customer Type,Sales Rep,Business
2023-01-01,Evening,Email,249.05,70.86,6,Returning,Daniel Brewer,Heritage Bakes
2023-04-18,Afternoon,Google Ads,352.33,120.97,6,Returning,Becky Garcia,Heritage Bakes
2023-10-10,Night,Walk-in,303.81,61.7,4,New,Michael Smith,Heritage Bakes
2023-04-19,Afternoon,Google Ads,152.6,70.01,14,New,Katie Kaiser,Heritage Bakes
2023-09-27,Evening,Google Ads,471.27,186.16,7,Returning,Amy Roberts,Heritage Bakes
2023-11-16,Morning,Walk-in,368.13,116,4,New,Taylor Espinoza,Heritage Bakes
2023-07-23,Afternoon,Instagram,111.5,22.67,1,New,David Aguirre,Heritage Bakes
2023-02-19,Morning,Referral,292.92,109.58,3,New,Kyle Armstrong,Heritage Bakes
2023-05-28,Morning,Referral,236.26,103.87,2,New,Jennifer Weber,Heritage Bakes
2023-05-12,Night,Email,383.2,245.45,3,New,Sheila Douglas,Heritage Bakes
2023-04-12,Night,Instagram,313.3,174.43,4,New,Maria Malone,Heritage Bakes
2023-12-19,Evening,Email,367.24,80.49,4,New,Megan Juarez,Heritage Bakes
2023-07-29,Night,Referral,133.67,71.75,1,New,Ann Boyd,Heritage Bakes
2023-05-23,Afternoon,Instagram,29.16,11.95,1,New,Richard Riley,Heritage Bakes
2023-02-13,Night,Google Ads,228.62,56.94,2,Returning,Laura Thomas,Heritage Bakes
2023-05-28,Night,Referral,476.9,159.41,4,Returning,Elizabeth Barton,Heritage Bakes
2023-07-31,Evening,Referral,386.75,80.32,31,Returning,Laura Sparks,Heritage Bakes
2023-08-06,Night,Referral,426.47,258.39,6,Returning,Tiffany Zamora,Heritage Bakes
2023-10-28,Night,Instagram,284.89,60.86,3,Returning,Ryan Roman,Heritage Bakes
2023-06-11,Afternoon,Walk-in,85.27,37.58,1,New,Richard Parsons,Heritage Bakes
2023-12-20,Evening,Facebook,421.77,338.2,6,Returning,Justin Yu,Heritage Bakes
2023-04-25,Morning,Facebook,242.71,101.93,10,Returning,Marcus Johnson,Heritage Bakes
2023-01-25,Afternoon,Instagram,112.38,110.75,2,New,Brittney Bowman,Heritage Bakes
2023-01-25,Night,Email,19.4,6.85,0,Returning,Jason Snow,Heritage Bakes
2023-11-19,Morning,Facebook,466.03,448.35,4,New,Carrie Lewis,Heritage Bakes
2023-05-09,Evening,Email,217.39,46.75,2,New,Wendy Perez,Heritage Bakes
2023-09-07,Night,Referral,322.57,81.08,3,New,Erika Bates,Heritage Bakes
2023-04-05,Afternoon,Email,216.58,190.14,13,New,Marie Roach,Heritage Bakes
2023-03-05,Morning,Instagram,194.87,85.45,3,Returning,Mary Hoffman,Heritage Bakes
2023-07-15,Evening,Facebook,338.45,76.55,3,New,Robert Mitchell,Heritage Bakes
2023-03-06,Morning,Instagram,227.88,78.45,2,New,Gregory Russell,Heritage Bakes
2023-06-29,Evening,Walk-in,175.61,53.97,2,Returning,Vicki Barrera,Heritage Bakes
2023-05-07,Afternoon,Walk-in,175.14,66.12,2,Returning,Jessica Johnson,Heritage Bakes
2023-12-23,Night,Google Ads,271.51,56.16,3,Returning,Rachel Sullivan,Heritage Bakes
2023-05-30,Afternoon,Referral,237.8,91.56,3,New,Kimberly Thomas,Heritage Bakes
2023-01-04,Night,Referral,165.84,71.84,2,New,Anna Pierce,Heritage Bakes
2023-12-26,Evening,Walk-in,250.52,73.24,2,New,Haley Mccoy,Heritage Bakes
2023-10-19,Night,Walk-in,65.08,14.63,1,New,Claire Hoffman,Heritage Bakes
2023-02-22,Afternoon,Walk-in,490.59,173.12,15,New,Annette Rivas,Heritage Bakes
2023-10-11,Afternoon,Referral,77.67,62.26,2,Returning,Pamela Aguirre,Heritage Bakes
2023-08-05,Night,Instagram,389.81,182.08,11,Returning,George Bradshaw,Heritage Bakes
2023-11-19,Afternoon,Email,369.62,158.79,9,New,Ryan Waters,Heritage Bakes
2023-03-31,Night,Google Ads,174.49,112.48,2,New,Chase Matthews,Heritage Bakes
2023-10-16,Night,Instagram,175.23,110.27,6,Returning,Sarah Nelson,Heritage Bakes
2023-09-27,Evening,Facebook,499.06,141.11,10,New,Sarah Wall,Heritage Bakes
2023-01-29,Night,Walk-in,267.55,167.24,3,Returning,Paul Smith,Heritage Bakes
2023-11-04,Morning,Google Ads,414.32,147.94,21,New,Kayla Burke,Heritage Bakes
2023-11-15,Night,Email,171.15,46.39,1,Returning,Jean Murillo,Heritage Bakes
2023-07-09,Afternoon,Google Ads,161.88,47.78,2,Returning,William Hughes,Heritage Bakes
2023-05-26,Night,Email,380.61,200.48,7,New,Brad Lee,Heritage Bakes
2023-01-14,Night,Instagram,201.65,153.56,14,Returning,Samantha Morrow,Heritage Bakes
2023-03-08,Night,Google Ads,126.63,30.33,3,New,Tony Brooks,Heritage Bakes
2023-12-01,Evening,Referral,155.51,46.19,1,Returning,Matthew Miller,Heritage Bakes
2023-06-30,Evening,Google Ads,127.77,42.13,3,New,Angel Rojas,Heritage Bakes
2023-07-01,Morning,Google Ads,264.26,123.94,2,New,Jason Thompson,Heritage Bakes
2023-09-15,Evening,Email,129.99,39.97,1,New,Christina Aguilar,Heritage Bakes
2023-03-01,Morning,Instagram,247.39,127.66,2,New,Jason Thomas,Heritage Bakes
2023-02-09,Morning,Email,71.95,42.79,1,Returning,Connie Ramirez,Heritage Bakes
2023-05-24,Night,Google Ads,167.65,85.23,4,Returning,Jon Ramos,Heritage Bakes
2023-06-21,Evening,Walk-in,312.08,149.63,7,New,Christopher Klein,Heritage Bakes
2023-01-07,Morning,Walk-in,299.56,187.14,3,New,Charles Powell,Heritage Bakes
2023-10-18,Afternoon,Google Ads,277.95,70.21,10,New,Megan Carlson,Heritage Bakes
2023-11-19,Morning,Facebook,283,65.24,19,New,Justin Davis,Heritage Bakes
2023-06-09,Evening,Email,236.96,59.05,2,New,Molly Mckenzie,Heritage Bakes
2023-03-03,Evening,Facebook,497.45,180.15,5,Returning,Tammy Hendrix,Heritage Bakes
2023-12-14,Morning,Instagram,261.57,61.81,13,New,Tara Jones,Heritage Bakes
2023-05-19,Evening,Referral,332.46,108.16,3,Returning,Alison Zuniga,Heritage Bakes
2023-10-19,Night,Instagram,57.11,11.87,0,New,Deborah Waller,Heritage Bakes
2023-03-13,Night,Instagram,476.26,111.98,4,Returning,Jesse Davis,Heritage Bakes
2023-03-05,Evening,Walk-in,452.6,104.88,4,New,Timothy Howard,Heritage Bakes
2023-03-28,Afternoon,Google Ads,102.28,28.85,1,Returning,Christina Moon,Heritage Bakes
2023-09-15,Night,Email,11.9,4.23,0,Returning,John Ho,Heritage Bakes
2023-04-29,Evening,Walk-in,322.74,64.73,3,Returning,Daniel Ferrell,Heritage Bakes
2023-02-19,Evening,Instagram,470.1,129.01,28,New,Megan Miller,Heritage Bakes
2023-03-04,Evening,Email,412.69,104.4,5,New,James Robinson,Heritage Bakes
2023-12-09,Afternoon,Walk-in,179.38,36.77,2,New,Roger Petty,Heritage Bakes
2023-07-19,Afternoon,Referral,382.92,157.62,4,New,John Payne,Heritage Bakes
2023-06-05,Afternoon,Referral,271.43,115.23,14,Returning,Jamie Lee,Heritage Bakes
2023-11-08,Evening,Google Ads,319.02,104.31,5,Returning,Steven Gardner,Heritage Bakes
2023-10-22,Evening,Facebook,458.32,136.4,7,New,Kevin Barber,Heritage Bakes
2023-04-09,Night,Email,213.26,49.97,2,Returning,Kenneth Williams,Heritage Bakes
2023-10-17,Morning,Facebook,36.12,23.17,0,New,Elizabeth Williams,Heritage Bakes
2023-08-27,Night,Google Ads,486.71,250.87,4,New,Jessica Mitchell,Heritage Bakes
2023-11-23,Afternoon,Instagram,123.97,30.52,2,New,Jesse Fleming,Heritage Bakes
2023-10-05,Evening,Referral,54.12,21.9,1,Returning,Jennifer Ferguson,Heritage Bakes
2023-06-25,Morning,Instagram,170.57,37.73,2,Returning,Susan Figueroa,Heritage Bakes
2023-11-22,Afternoon,Google Ads,205.78,132.1,5,New,Mr. Thomas Jones PhD,Heritage Bakes
2023-02-13,Morning,Google Ads,357.82,335.24,9,New,Sherry Shannon,Heritage Bakes
2023-11-28,Evening,Facebook,219.88,64.04,3,New,Samantha Garcia,Heritage Bakes
2023-12-22,Afternoon,Instagram,134.44,35.79,4,New,Joseph Beltran,Heritage Bakes
2023-04-10,Morning,Email,213.78,97.3,5,Returning,Joshua Navarro,Heritage Bakes
2023-02-11,Evening,Referral,322.97,65.33,5,Returning,Nicholas Obrien II,Heritage Bakes
2023-04-30,Morning,Walk-in,475.16,116.42,21,New,Ronald Baxter,Heritage Bakes
2023-06-27,Evening,Facebook,232.67,60.9,2,Returning,Sherri Charles,Heritage Bakes
2023-02-01,Morning,Instagram,386.66,78.64,15,New,Michael Flores,Heritage Bakes
2023-02-20,Night,Email,130.11,96.66,1,Returning,Darryl Christensen,Heritage Bakes
2023-09-12,Night,Google Ads,242.42,51.88,8,Returning,Allison Floyd,Heritage Bakes
2023-04-14,Evening,Facebook,165.53,68.64,16,Returning,Michelle Patterson,Heritage Bakes
2023-01-29,Evening,Referral,411.39,231.53,5,Returning,Wendy Chavez,Heritage Bakes
2023-09-18,Night,Google Ads,70.52,32.45,1,New,Jennifer Hurley,Heritage Bakes
2023-08-23,Night,Instagram,448.82,167.3,23,New,Jared Chan,Heritage Bakes
2023-08-30,Morning,Facebook,348.9,227.91,23,New,Ricky Diaz,Heritage Bakes
2023-12-17,Morning,Instagram,480.59,140.63,9,Returning,Joshua Miller,Heritage Bakes
2023-04-01,Evening,Walk-in,220.45,159.22,6,New,Catherine Soto,Heritage Bakes
2023-09-04,Evening,Google Ads,354.97,351.37,4,New,Christopher Gay,Heritage Bakes
2023-05-07,Evening,Facebook,23.61,21.06,0,Returning,Mary Smith,Heritage Bakes
2023-05-19,Night,Instagram,340.45,102.13,7,Returning,William Giles,Heritage Bakes
2023-05-05,Morning,Walk-in,264.15,53.65,2,Returning,Jennifer Hernandez,Heritage Bakes
2023-08-01,Night,Walk-in,356.69,76.53,13,Returning,Matthew Giles,Heritage Bakes
2023-01-23,Night,Email,382.92,153.36,4,New,Kenneth Murphy,Heritage Bakes
2023-09-09,Afternoon,Referral,478.09,125.75,6,Returning,Jesus Wheeler,Heritage Bakes
2023-12-08,Afternoon,Instagram,312.97,117,25,Returning,Kevin Barton,Heritage Bakes
2023-03-25,Night,Google Ads,250.99,61.12,3,Returning,Jeffrey Lynch,Heritage Bakes
2023-11-25,Night,Instagram,323.84,141.71,24,Returning,Joshua Smith,Heritage Bakes
2023-07-06,Night,Google Ads,374.56,123.04,7,Returning,Steven Johnson,Heritage Bakes
2023-07-14,Afternoon,Referral,437.64,91.4,5,New,Andrew Jacobs,Heritage Bakes
2023-07-24,Night,Instagram,256.16,78.35,6,Returning,Mary Daniels,Heritage Bakes
2023-02-28,Morning,Facebook,268.07,60.05,15,Returning,Linda Holt,Heritage Bakes
2023-07-31,Afternoon,Instagram,309.47,76.46,5,Returning,Dorothy Anderson,Heritage Bakes
2023-07-28,Afternoon,Email,262.41,235.59,7,Returning,Gail Moss,Heritage Bakes
2023-01-30,Evening,Facebook,67.33,23.57,3,New,Lori Holland,Heritage Bakes
2023-12-14,Night,Email,219.82,88.37,3,New,Jesse Gardner,Heritage Bakes
2023-09-03,Afternoon,Referral,294.47,142.88,3,Returning,Robert Durham,Heritage Bakes
2023-10-20,Night,Google Ads,233.35,68.02,3,Returning,Jessica Kelly,Heritage Bakes
2023-08-05,Afternoon,Walk-in,420.24,152.45,16,Returning,Steven Morales,Heritage Bakes
2023-06-13,Night,Google Ads,117.22,30.7,1,New,Craig Hammond,Heritage Bakes
2023-01-03,Evening,Facebook,210.42,52.56,2,New,Allison Gilbert,Heritage Bakes
2023-01-17,Night,Facebook,111.87,50.72,1,New,Richard Stuart,Heritage Bakes
2023-10-20,Morning,Instagram,42.6,27.52,0,New,Mark Mcpherson,Heritage Bakes
2023-05-08,Morning,Google Ads,331.28,115.75,4,New,Joseph Cruz Jr.,Heritage Bakes
2023-03-24,Evening,Referral,72.6,42.56,1,New,Suzanne Wagner,Heritage Bakes
2023-06-09,Morning,Instagram,179.75,49.99,5,New,Brittany Flowers,Heritage Bakes
2023-07-07,Morning,Walk-in,24.69,12.41,0,New,Kenneth Snyder,Heritage Bakes
2023-10-06,Evening,Email,187.85,115.11,3,Returning,Rachel Patel,Heritage Bakes
2023-05-12,Evening,Facebook,121.33,41.41,4,New,April Schneider,Heritage Bakes
2023-11-01,Morning,Referral,247.08,168.49,9,Returning,Rebecca Wood,Heritage Bakes
2023-12-21,Evening,Google Ads,367.63,91.93,7,Returning,Sonya Alvarado,Heritage Bakes
2023-03-11,Morning,Referral,370.22,291.83,10,New,Nicole Price,Heritage Bakes
2023-10-29,Afternoon,Facebook,86.8,41.83,2,New,Evelyn Bryant,Heritage Bakes
2023-09-08,Afternoon,Facebook,79.23,54.05,2,New,Michael Jackson,Heritage Bakes
2023-08-26,Night,Facebook,67.66,25.85,2,Returning,Casey Francis,Heritage Bakes
2023-06-14,Evening,Email,89.86,24.81,1,New,Debra White,Heritage Bakes
2023-09-21,Morning,Email,77.62,32.93,1,New,Julia Long,Heritage Bakes
2023-07-10,Afternoon,Google Ads,314.45,270.39,6,New,Ronald Carr,Heritage Bakes
2023-02-01,Afternoon,Facebook,110.39,55.52,3,Returning,David Lynn,Heritage Bakes
2023-09-05,Morning,Instagram,241.3,66.35,5,New,Nancy Bradford,Heritage Bakes
2023-08-13,Evening,Facebook,438.75,230.6,13,Returning,Sandra Walker,Heritage Bakes
2023-10-09,Morning,Referral,496.51,243.92,7,Returning,Kimberly Valenzuela,Heritage Bakes
2023-03-18,Night,Walk-in,109.7,28.66,1,New,Ashley Sullivan,Heritage Bakes
2023-03-15,Morning,Email,491.8,245.37,7,New,Michael Moon,Heritage Bakes
2023-03-10,Evening,Instagram,392.1,178.52,8,New,Philip Bowen,Heritage Bakes
2023-04-12,Night,Instagram,224.39,194.92,3,New,Cassandra Landry,Heritage Bakes
2023-09-21,Evening,Walk-in,67.88,17.26,2,New,Wayne Jackson,Heritage Bakes
2023-06-11,Afternoon,Referral,371.1,98.35,5,New,Connie Neal,Heritage Bakes
2023-08-20,Morning,Instagram,393.23,216.51,11,New,Lawrence Parks,Heritage Bakes
2023-05-02,Morning,Walk-in,184.23,159.53,1,New,Scott Ayers,Heritage Bakes
2023-01-04,Evening,Walk-in,492.96,154.17,10,New,Michael Wood,Heritage Bakes
2023-10-25,Morning,Walk-in,360.75,94.56,4,Returning,Matthew Stone,Heritage Bakes
2023-02-15,Morning,Facebook,77.3,26.35,1,Returning,Tiffany Hansen,Heritage Bakes
2023-04-21,Evening,Facebook,387.26,255.38,11,Returning,Frank Freeman,Heritage Bakes
2023-12-10,Morning,Walk-in,333.59,137.21,6,New,Samantha Walker,Heritage Bakes
2023-07-18,Morning,Referral,414.26,101.83,11,Returning,Mark Wilson,Heritage Bakes
2023-08-28,Afternoon,Google Ads,232.66,156.08,15,Returning,Kayla Ray,Heritage Bakes
2023-01-25,Morning,Google Ads,195.87,98.16,2,Returning,Ashley Olson,Heritage Bakes
2023-07-05,Afternoon,Instagram,244.47,78.03,2,Returning,Mr. Joseph Bush,Heritage Bakes
2023-02-19,Morning,Facebook,283.65,64.85,8,New,Debra Johnson,Heritage Bakes
2023-05-04,Morning,Walk-in,95.57,30.71,1,New,Christine Parker,Heritage Bakes
2023-03-13,Afternoon,Walk-in,488.72,224.16,5,Returning,Jesse Murphy,Heritage Bakes
2023-05-11,Morning,Email,428.06,158.87,14,Returning,Brian Daniel,Heritage Bakes
2023-06-25,Evening,Referral,50.29,10.97,1,New,Stephen Roth,Heritage Bakes
2023-05-24,Morning,Referral,68.93,21.6,0,Returning,Ryan Warren,Heritage Bakes
2023-10-30,Evening,Referral,270.56,129.1,3,Returning,Jeffery York,Heritage Bakes
2023-10-30,Night,Google Ads,346.43,142.72,4,Returning,Tyler Baker,Heritage Bakes
2023-08-03,Night,Facebook,202.25,61,9,New,Melissa Schneider,Heritage Bakes
2023-08-03,Night,Email,247.38,74.97,8,Returning,Trevor Sparks,Heritage Bakes
2023-12-24,Evening,Facebook,321.05,218.63,6,Returning,Hector Bryant,Heritage Bakes
2023-11-30,Morning,Google Ads,128.04,27.66,1,New,Theresa Martinez,Heritage Bakes
2023-11-28,Night,Email,350.14,82.29,4,Returning,Kaitlyn Brown,Heritage Bakes
2023-10-19,Morning,Email,278.92,266.24,7,Returning,Bonnie Woods,Heritage Bakes
2023-01-10,Evening,Walk-in,459.32,146.94,24,Returning,Carlos Kirk,Heritage Bakes
2023-09-04,Evening,Facebook,320.98,111.4,4,Returning,Selena Bailey,Heritage Bakes
2023-10-27,Morning,Walk-in,466.28,114.58,15,New,Chad Rivera,Heritage Bakes
2023-03-05,Night,Walk-in,301.15,262.43,26,New,Rhonda Patterson,Heritage Bakes
2023-03-24,Night,Instagram,478.78,97.56,12,New,Frederick Mejia,Heritage Bakes
2023-12-08,Evening,Facebook,105.52,24.14,3,New,Rebecca Cole,Heritage Bakes
2023-06-25,Night,Referral,240.76,63.74,5,New,Edwin Jackson,Heritage Bakes
2023-10-18,Night,Referral,309.67,64.88,17,New,George Rogers DDS,Heritage Bakes
2023-08-22,Afternoon,Google Ads,18.43,6.22,0,New,Kimberly Morgan,Heritage Bakes
2023-06-23,Night,Walk-in,66.36,14.93,0,Returning,Tracey Hogan,Heritage Bakes
2023-09-28,Evening,Instagram,107.71,30.95,4,Returning,Micheal Austin,Heritage Bakes
2023-09-26,Night,Email,364.61,233.69,19,New,Carl Rubio,Heritage Bakes
2023-04-24,Evening,Google Ads,61.82,14.25,1,New,Tracy Burnett,Heritage Bakes
2023-01-25,Afternoon,Referral,54.21,41.08,1,New,Gary Taylor,Heritage Bakes
2023-04-11,Morning,Walk-in,135.08,79.15,1,New,Sonya Williams,Heritage Bakes
2023-01-17,Night,Email,130.12,110.89,7,Returning,Jacqueline Hall,Heritage Bakes
2023-07-28,Afternoon,Email,401.79,219.16,4,Returning,Crystal Mullen,Heritage Bakes
2023-05-19,Evening,Referral,152.93,59.9,1,Returning,Shawn Ware,Heritage Bakes
2023-01-11,Evening,Email,490.79,259.38,12,Returning,Rebecca Oneill,Heritage Bakes
2023-11-04,Night,Instagram,260.14,183.26,3,New,Aaron Morgan,Heritage Bakes
2023-06-09,Evening,Google Ads,135.2,46.69,2,New,Damon Schultz,Heritage Bakes
2023-05-01,Evening,Facebook,58.56,16.23,0,Returning,Catherine Garcia,Heritage Bakes
2023-11-08,Evening,Instagram,53.25,17.52,0,New,Samuel Warren,Heritage Bakes
2023-06-03,Afternoon,Google Ads,413.17,297.02,4,Returning,Kevin Carney,Heritage Bakes
2023-03-25,Morning,Walk-in,498.75,487.29,13,New,Jonathan Jefferson DVM,Heritage Bakes
2023-04-16,Evening,Walk-in,206.87,44.83,3,New,Jerry Walsh,Heritage Bakes
2023-01-29,Night,Email,156.52,50.04,3,New,Travis Day,Heritage Bakes
2023-03-16,Evening,Email,136.2,46.83,12,Returning,Aaron Diaz,Heritage Bakes
2023-10-30,Evening,Instagram,310.06,178.7,4,Returning,Nancy Jackson,Heritage Bakes
2023-09-15,Afternoon,Referral,96.08,63.13,1,Returning,Daniel Benjamin,Heritage Bakes
2023-08-19,Evening,Walk-in,112.2,77.88,1,New,Renee Thompson,Heritage Bakes
2023-06-27,Afternoon,Email,389.28,158.18,4,New,Rose Mclaughlin,Heritage Bakes
2023-08-19,Morning,Instagram,77.71,25.94,0,Returning,Arthur Gonzalez,Heritage Bakes
2023-10-04,Afternoon,Instagram,394.45,93.72,16,Returning,Ryan Smith,Heritage Bakes
2023-01-20,Evening,Referral,441.3,213.92,22,Returning,Brandon Bennett,Heritage Bakes
2023-02-23,Night,Walk-in,382.37,182.26,3,New,Brandon Sanchez,Heritage Bakes
2023-06-11,Evening,Google Ads,493.28,478.56,10,New,Christopher Robbins,Heritage Bakes
2023-10-18,Afternoon,Facebook,173.02,129.88,2,Returning,Alexander Martin,Heritage Bakes
2023-09-09,Evening,Walk-in,358.1,80.37,7,New,Joseph Miller,Heritage Bakes
2023-03-14,Morning,Referral,190.84,70.1,16,New,Richard Yoder,Heritage Bakes
2023-03-19,Night,Referral,209.13,46.99,6,New,Frank Francis,Heritage Bakes
2023-10-14,Morning,Walk-in,226.23,162.37,2,New,Mark Webb,Heritage Bakes
2023-08-21,Morning,Walk-in,328.69,124.72,4,Returning,Scott Mcmahon,Heritage Bakes
2023-04-20,Evening,Referral,413.55,146.04,19,Returning,Luke Dixon,Heritage Bakes
2023-02-01,Morning,Facebook,331.15,78.17,4,New,Mckenzie Chavez,Heritage Bakes
2023-02-06,Morning,Walk-in,488.02,211.52,26,New,Kristen Blair,Heritage Bakes
2023-07-20,Morning,Referral,207.21,92.49,2,New,Joshua White,Heritage Bakes
2023-03-26,Night,Referral,152.03,47.74,2,Returning,Bryan Harrison,Heritage Bakes
2023-09-13,Afternoon,Referral,124.17,26.03,2,New,Michael Gonzalez,Heritage Bakes
2023-03-11,Morning,Email,285.08,147.69,3,Returning,Monica Frost,Heritage Bakes
2023-10-28,Night,Google Ads,300.61,182.6,6,New,Tracy Frye,Heritage Bakes
2023-11-11,Morning,Facebook,432.31,124.56,8,Returning,Erika Thompson,Heritage Bakes
2023-04-28,Night,Google Ads,484.54,397.55,21,New,Latasha Mendez,Heritage Bakes
2023-11-12,Afternoon,Walk-in,466.96,125.82,10,New,Sierra Moses,Heritage Bakes
2023-06-20,Afternoon,Referral,303.22,168.95,4,Returning,Rebecca Sandoval,Heritage Bakes
2023-01-29,Morning,Referral,46.59,16.38,0,Returning,Margaret Young,Heritage Bakes
2023-03-19,Night,Walk-in,492.76,350.19,5,New,Cynthia Jackson,Heritage Bakes
2023-04-30,Night,Referral,168.5,71.28,4,Returning,Michaela Sanchez,Heritage Bakes
2023-12-28,Night,Facebook,432.08,374.63,4,New,Stephanie Harris,Heritage Bakes
2023-10-20,Afternoon,Email,111.34,33.23,3,New,Elizabeth Butler,Heritage Bakes
2023-04-05,Night,Email,128.02,63.01,4,New,Matthew Mclaughlin PhD,Heritage Bakes
2023-04-04,Night,Walk-in,45.65,12.72,2,New,Robert Roberts,Heritage Bakes
2023-11-20,Evening,Google Ads,447.36,278.38,9,Returning,Laura Green,Heritage Bakes
2023-06-21,Night,Email,21.7,10.15,0,Returning,Robert Hampton,Heritage Bakes
2023-02-28,Night,Facebook,67.81,64.42,1,New,Molly White,Heritage Bakes
2023-03-08,Evening,Google Ads,257.01,94.08,7,New,Roger Valencia,Heritage Bakes
2023-07-20,Morning,Instagram,62.84,30.05,1,New,Cody Thompson,Heritage Bakes
2023-02-20,Afternoon,Referral,180.82,39.82,10,New,Anthony Wright,Heritage Bakes
2023-03-24,Night,Facebook,381.72,288.99,5,New,Julie Rose,Heritage Bakes
2023-03-04,Evening,Google Ads,160.42,66.18,2,New,Mr. John Woodard MD,Heritage Bakes
2023-02-15,Afternoon,Referral,112.69,24.86,1,Returning,Kristin Herman,Heritage Bakes
2023-08-12,Night,Email,274.26,72.7,3,New,Chase Burnett,Heritage Bakes
2023-06-13,Morning,Google Ads,491.56,319.97,9,New,Annette Mcguire,Heritage Bakes
2023-02-19,Morning,Facebook,361.13,77.64,5,Returning,Richard Roy,Heritage Bakes
2023-05-05,Afternoon,Instagram,116.01,31.13,5,New,Carrie Ware,Heritage Bakes
2023-12-12,Evening,Instagram,39.55,11.77,1,New,Julian Obrien,Heritage Bakes
2023-02-06,Evening,Referral,475.25,160.57,12,Returning,Stacey Stone,Heritage Bakes
2023-06-12,Evening,Google Ads,358.95,163.05,4,Returning,Laura Bailey,Heritage Bakes
2023-03-15,Night,Referral,490.16,166.57,34,Returning,Patrick Bush,Heritage Bakes
2023-08-31,Evening,Facebook,461.54,186.9,6,New,Jose Lopez,Heritage Bakes
2023-05-27,Afternoon,Instagram,153.82,39.82,4,New,Jennifer Brown,Heritage Bakes
2023-09-10,Afternoon,Instagram,284.58,64.39,4,New,Nicole Bright,Heritage Bakes
2023-07-14,Evening,Referral,385.96,162.66,17,Returning,Christina Ramirez,Heritage Bakes
2023-10-13,Night,Facebook,316.13,205.65,4,New,Thomas Brewer,Heritage Bakes
2023-06-10,Afternoon,Facebook,139.42,69.74,1,Returning,Sarah Berry,Heritage Bakes
2023-09-10,Evening,Instagram,233.86,225.7,6,Returning,Austin Conley,Heritage Bakes
2023-01-15,Afternoon,Walk-in,365.23,89.12,5,New,Daniel Luna,Heritage Bakes
2023-07-20,Night,Referral,87.94,37.68,1,New,Sharon Johnson,Heritage Bakes
2023-06-17,Evening,Facebook,229.62,102.93,2,Returning,Kenneth Maxwell,Heritage Bakes
2023-01-20,Evening,Instagram,12.28,8.54,0,New,Laurie Bailey,Heritage Bakes
2023-11-25,Night,Instagram,48.34,36.73,0,New,Eric Woods,Heritage Bakes
2023-02-17,Night,Referral,433.2,114.91,11,Returning,Nancy Lee,Heritage Bakes
2023-12-02,Afternoon,Email,124.91,90.21,2,New,Christina Smith,Heritage Bakes
2023-12-29,Morning,Walk-in,108.49,45.39,2,Returning,John Clark,Heritage Bakes
2023-11-01,Afternoon,Google Ads,134.41,75.46,1,New,Anna Ponce,Heritage Bakes
2023-03-18,Night,Instagram,64.17,20.9,1,Returning,Anthony Hernandez,Heritage Bakes
2023-01-27,Afternoon,Referral,109.39,67.44,2,Returning,Daniel Wilson,Heritage Bakes
2023-03-21,Evening,Facebook,39.92,8.06,2,New,Melody Stevens,Heritage Bakes
2023-06-15,Afternoon,Referral,270.85,122.04,3,New,Matthew Brown,Heritage Bakes
2023-05-06,Afternoon,Google Ads,220.6,92.69,3,New,Nichole Davis,Heritage Bakes
2023-03-18,Night,Email,421.53,158.67,29,Returning,James Anderson,Heritage Bakes
2023-08-26,Evening,Email,322.18,138.47,4,Returning,Bryan Griffith,Heritage Bakes
2023-08-29,Night,Instagram,449.46,183.22,5,Returning,Nathan Stanley,Heritage Bakes
2023-04-06,Morning,Instagram,395.46,136.29,8,New,Olivia Randolph,Heritage Bakes
2023-09-03,Evening,Referral,173.02,126.98,1,Returning,Marcus Blair,Heritage Bakes
2023-09-09,Night,Facebook,221.17,59.18,3,New,Kenneth Reynolds,Heritage Bakes
2023-08-15,Afternoon,Walk-in,69.33,16.62,1,New,Joshua Guerrero,Heritage Bakes
2023-05-30,Evening,Email,317.65,194.57,8,New,Shawn Shepherd,Heritage Bakes
2023-04-16,Evening,Facebook,86.96,37.58,1,Returning,Ashley Duran,Heritage Bakes
2023-11-17,Afternoon,Referral,30.69,6.6,0,New,Brian Mitchell,Heritage Bakes
2023-10-11,Afternoon,Google Ads,332.87,76.71,6,New,Melanie Garrett,Heritage Bakes
2023-08-10,Afternoon,Instagram,265.61,60.86,7,Returning,George Smith,Heritage Bakes
2023-11-08,Morning,Referral,106.62,21.36,1,New,Vicki Hernandez,Heritage Bakes
2023-05-31,Morning,Referral,268.55,220.87,4,Returning,Carl Larsen,Heritage Bakes
2023-06-17,Night,Google Ads,314.17,152.84,6,New,Mercedes Richardson,Heritage Bakes
2023-08-09,Night,Instagram,296.78,193.11,8,New,Mikayla Franco,Heritage Bakes
2023-05-12,Afternoon,Referral,429.03,135.37,5,Returning,Patrick Rios,Heritage Bakes
2023-01-10,Evening,Google Ads,232.68,48.9,3,New,Cindy Estrada,Heritage Bakes
2023-02-18,Evening,Instagram,275.13,79.96,13,New,Bethany Neal,Heritage Bakes
2023-03-07,Afternoon,Facebook,240.94,91.38,3,Returning,Alan Davis DVM,Heritage Bakes
2023-11-11,Evening,Walk-in,171.02,143.83,13,Returning,Donald Coleman,Heritage Bakes
2023-01-11,Morning,Email,237.66,108.49,3,New,Gabriel Richardson,Heritage Bakes
